country,year,age,gender
WS,1996,25-34,m
WS,1997,25-34,m
WS,1998,25-34,m
WS,1999,25-34,m
WS,2000,25-34,m
WS,2001,25-34,m
WS,2002,25-34,m
WS,2005,25-34,m
WS,2006,25-34,m
WS,2008,25-34,m
YE,1995,25-34,m
YE,1996,25-34,m
YE,1997,25-34,m
YE,1998,25-34,m
YE,1999,25-34,m
YE,2000,25-34,m
YE,2001,25-34,m
YE,2002,25-34,m
YE,2003,25-34,m
YE,2004,25-34,m
YE,2005,25-34,m
YE,2006,25-34,m
YE,2007,25-34,m
YE,2008,25-34,m
YU,1995,25-34,m
YU,1996,25-34,m
YU,1997,25-34,m
YU,2001,25-34,m
YU,2002,25-34,m
YU,2003,25-34,m
YU,2004,25-34,m
ZA,1999,25-34,m
ZA,2000,25-34,m
ZA,2001,25-34,m
ZA,2002,25-34,m
ZA,2003,25-34,m
ZA,2004,25-34,m
ZA,2005,25-34,m
ZA,2006,25-34,m
ZA,2007,25-34,m
ZA,2008,25-34,m
ZM,1995,25-34,m
ZM,2000,25-34,m
ZM,2002,25-34,m
ZM,2003,25-34,m
ZM,2004,25-34,m
ZM,2005,25-34,m
ZM,2006,25-34,m
ZM,2007,25-34,m
ZM,2008,25-34,m
ZW,2002,25-34,m
ZW,2003,25-34,m
ZW,2004,25-34,m
ZW,2005,25-34,m
ZW,2006,25-34,m
ZW,2007,25-34,m
ZW,2008,25-34,m
AD,1996,35-44,m
AD,1997,35-44,m
AD,1998,35-44,m
AD,1999,35-44,m
AD,2000,35-44,m
AD,2001,35-44,m
AD,2002,35-44,m
AD,2003,35-44,m
AD,2004,35-44,m
AD,2005,35-44,m
AD,2006,35-44,m
AD,2008,35-44,m
AE,1999,35-44,m
AE,2000,35-44,m
AE,2002,35-44,m
AE,2003,35-44,m
AE,2004,35-44,m
AE,2006,35-44,m
AE,2007,35-44,m
AE,2008,35-44,m
AF,1997,35-44,m
AF,1998,35-44,m
AF,1999,35-44,m
AF,2000,35-44,m
AF,2001,35-44,m
AF,2002,35-44,m
AF,2003,35-44,m
AF,2004,35-44,m
AF,2005,35-44,m
AF,2006,35-44,m
AF,2007,35-44,m
AF,2008,35-44,m
AG,1996,35-44,m
AG,2000,35-44,m
AG,2002,35-44,m
AG,2003,35-44,m
AG,2005,35-44,m
AG,2007,35-44,m
AI,2004,35-44,m
AL,1995,35-44,m
AL,1997,35-44,m
AL,1998,35-44,m
AL,1999,35-44,m
AL,2000,35-44,m
AL,2001,35-44,m
AL,2002,35-44,m
AL,2003,35-44,m
AL,2004,35-44,m
AL,2005,35-44,m
AL,2006,35-44,m
AL,2007,35-44,m
AL,2008,35-44,m
AM,1995,35-44,m
AM,1996,35-44,m
AM,1997,35-44,m
AM,1998,35-44,m
AM,1999,35-44,m
AM,2000,35-44,m
AM,2001,35-44,m
AM,2002,35-44,m
AM,2003,35-44,m
AM,2004,35-44,m
AM,2005,35-44,m
AM,2006,35-44,m
AM,2007,35-44,m
AM,2008,35-44,m
AN,1996,35-44,m
AN,1997,35-44,m
AN,1998,35-44,m
AN,1999,35-44,m
AN,2000,35-44,m
AN,2001,35-44,m
AN,2002,35-44,m
AN,2003,35-44,m
AN,2004,35-44,m
AN,2006,35-44,m
AO,1995,35-44,m
AO,1996,35-44,m
AO,1997,35-44,m
AO,1998,35-44,m
AO,1999,35-44,m
AO,2000,35-44,m
AO,2001,35-44,m
AO,2002,35-44,m
AO,2003,35-44,m
AO,2004,35-44,m
AO,2005,35-44,m
AO,2006,35-44,m
AO,2007,35-44,m
AO,2008,35-44,m
AR,1996,35-44,m
AR,1997,35-44,m
AR,1998,35-44,m
AR,1999,35-44,m
AR,2000,35-44,m
AR,2001,35-44,m
AR,2002,35-44,m
AR,2003,35-44,m
AR,2004,35-44,m
AR,2005,35-44,m
AR,2006,35-44,m
AR,2007,35-44,m
AR,2008,35-44,m
AS,1997,35-44,m
AT,1995,35-44,m
AT,1997,35-44,m
AT,1999,35-44,m
AT,2000,35-44,m
AT,2001,35-44,m
AT,2002,35-44,m
AT,2003,35-44,m
AT,2004,35-44,m
AT,2005,35-44,m
AT,2006,35-44,m
AT,2007,35-44,m
AU,1997,35-44,m
AU,1998,35-44,m
AU,1999,35-44,m
AU,2000,35-44,m
AU,2001,35-44,m
AU,2002,35-44,m
AU,2003,35-44,m
AU,2004,35-44,m
AU,2005,35-44,m
AU,2006,35-44,m
AU,2007,35-44,m
AU,2008,35-44,m
AZ,1995,35-44,m
AZ,1996,35-44,m
AZ,1997,35-44,m
AZ,1998,35-44,m
AZ,1999,35-44,m
AZ,2000,35-44,m
AZ,2002,35-44,m
AZ,2003,35-44,m
AZ,2004,35-44,m
AZ,2005,35-44,m
AZ,2006,35-44,m
BA,1995,35-44,m
BA,1996,35-44,m
BA,1997,35-44,m
BA,1998,35-44,m
BA,1999,35-44,m
BA,2000,35-44,m
BA,2001,35-44,m
BA,2002,35-44,m
BA,2003,35-44,m
BA,2004,35-44,m
BA,2005,35-44,m
BA,2006,35-44,m
BA,2007,35-44,m
BA,2008,35-44,m
BB,1996,35-44,m
BB,2000,35-44,m
BB,2001,35-44,m
BB,2004,35-44,m
BB,2007,35-44,m
BB,2008,35-44,m
BD,1995,35-44,m
BD,1996,35-44,m
BD,1997,35-44,m
BD,1998,35-44,m
BD,1999,35-44,m
BD,2000,35-44,m
BD,2001,35-44,m
BD,2002,35-44,m
BD,2003,35-44,m
BD,2004,35-44,m
BD,2005,35-44,m
BD,2006,35-44,m
BD,2007,35-44,m
BD,2008,35-44,m
BE,1995,35-44,m
BE,1996,35-44,m
BE,1997,35-44,m
BE,1998,35-44,m
BE,1999,35-44,m
BE,2000,35-44,m
BE,2001,35-44,m
BE,2002,35-44,m
BE,2003,35-44,m
BE,2004,35-44,m
BE,2005,35-44,m
BE,2006,35-44,m
BE,2007,35-44,m
BE,2008,35-44,m
BF,1995,35-44,m
BF,1996,35-44,m
BF,1997,35-44,m
BF,1998,35-44,m
BF,1999,35-44,m
BF,2000,35-44,m
BF,2001,35-44,m
BF,2002,35-44,m
BF,2003,35-44,m
BF,2004,35-44,m
BF,2005,35-44,m
BF,2006,35-44,m
BF,2007,35-44,m
BF,2008,35-44,m
BG,2000,35-44,m
BG,2001,35-44,m
BG,2002,35-44,m
BG,2003,35-44,m
BG,2004,35-44,m
BG,2005,35-44,m
BG,2006,35-44,m
BG,2007,35-44,m
BG,2008,35-44,m
BH,1995,35-44,m
BH,1996,35-44,m
BH,1997,35-44,m
BH,1998,35-44,m
BH,1999,35-44,m
BH,2000,35-44,m
BH,2001,35-44,m
BH,2002,35-44,m
BH,2003,35-44,m
BH,2004,35-44,m
BH,2005,35-44,m
BH,2006,35-44,m
BH,2007,35-44,m
BH,2008,35-44,m
BI,1995,35-44,m
BI,1996,35-44,m
BI,1997,35-44,m
BI,1998,35-44,m
BI,1999,35-44,m
BI,2001,35-44,m
BI,2002,35-44,m
BI,2003,35-44,m
BI,2004,35-44,m
BI,2005,35-44,m
BI,2006,35-44,m
BI,2007,35-44,m
BI,2008,35-44,m
BJ,1995,35-44,m
BJ,1996,35-44,m
BJ,1997,35-44,m
BJ,1998,35-44,m
BJ,1999,35-44,m
BJ,2000,35-44,m
BJ,2002,35-44,m
BJ,2003,35-44,m
BJ,2004,35-44,m
BJ,2005,35-44,m
BJ,2006,35-44,m
BJ,2008,35-44,m
BM,2004,35-44,m
BM,2006,35-44,m
BN,1999,35-44,m
BN,2000,35-44,m
BN,2002,35-44,m
BN,2003,35-44,m
BN,2004,35-44,m
BN,2005,35-44,m
BN,2006,35-44,m
BN,2007,35-44,m
BN,2008,35-44,m
BO,1996,35-44,m
BO,1997,35-44,m
BO,1998,35-44,m
BO,1999,35-44,m
BO,2000,35-44,m
BO,2001,35-44,m
BO,2002,35-44,m
BO,2003,35-44,m
BO,2004,35-44,m
BO,2005,35-44,m
BO,2006,35-44,m
BO,2007,35-44,m
BO,2008,35-44,m
BR,1999,35-44,m
BR,2000,35-44,m
BR,2001,35-44,m
BR,2002,35-44,m
BR,2003,35-44,m
BR,2004,35-44,m
BR,2005,35-44,m
BR,2006,35-44,m
BR,2007,35-44,m
BR,2008,35-44,m
BS,1995,35-44,m
BS,1996,35-44,m
BS,1997,35-44,m
BS,1998,35-44,m
BS,1999,35-44,m
BS,2000,35-44,m
BS,2002,35-44,m
BS,2003,35-44,m
BS,2004,35-44,m
BS,2007,35-44,m
BS,2008,35-44,m
BT,1995,35-44,m
BT,1996,35-44,m
BT,1997,35-44,m
BT,1998,35-44,m
BT,1999,35-44,m
BT,2000,35-44,m
BT,2001,35-44,m
BT,2002,35-44,m
BT,2003,35-44,m
BT,2004,35-44,m
BT,2005,35-44,m
BT,2006,35-44,m
BT,2007,35-44,m
BT,2008,35-44,m
BW,1997,35-44,m
BW,1999,35-44,m
BW,2000,35-44,m
BW,2001,35-44,m
BW,2002,35-44,m
BW,2003,35-44,m
BW,2004,35-44,m
BW,2005,35-44,m
BW,2006,35-44,m
BW,2007,35-44,m
BW,2008,35-44,m
BY,2002,35-44,m
BY,2003,35-44,m
BY,2004,35-44,m
BY,2005,35-44,m
BY,2006,35-44,m
BY,2007,35-44,m
BY,2008,35-44,m
BZ,1995,35-44,m
BZ,1996,35-44,m
BZ,1997,35-44,m
BZ,2000,35-44,m
BZ,2001,35-44,m
BZ,2002,35-44,m
BZ,2003,35-44,m
BZ,2004,35-44,m
BZ,2005,35-44,m
BZ,2006,35-44,m
BZ,2007,35-44,m
BZ,2008,35-44,m
CA,1980,35-44,m
CA,1981,35-44,m
CA,1982,35-44,m
CA,1983,35-44,m
CA,1984,35-44,m
CA,1985,35-44,m
CA,1986,35-44,m
CA,1987,35-44,m
CA,1988,35-44,m
CA,1989,35-44,m
CA,1990,35-44,m
CA,1991,35-44,m
CA,1992,35-44,m
CA,1993,35-44,m
CA,1994,35-44,m
CA,1995,35-44,m
CA,1996,35-44,m
CA,1997,35-44,m
CA,1998,35-44,m
CA,1999,35-44,m
CA,2000,35-44,m
CA,2001,35-44,m
CA,2002,35-44,m
CA,2003,35-44,m
CA,2004,35-44,m
CA,2005,35-44,m
CA,2006,35-44,m
CA,2007,35-44,m
CA,2008,35-44,m
CD,1995,35-44,m
CD,1996,35-44,m
CD,1997,35-44,m
CD,1998,35-44,m
CD,1999,35-44,m
CD,2000,35-44,m
CD,2001,35-44,m
CD,2002,35-44,m
CD,2003,35-44,m
CD,2004,35-44,m
CD,2005,35-44,m
CD,2006,35-44,m
CD,2007,35-44,m
CD,2008,35-44,m
CF,1995,35-44,m
CF,1996,35-44,m
CF,1997,35-44,m
CF,1998,35-44,m
CF,1999,35-44,m
CF,2001,35-44,m
CF,2002,35-44,m
CF,2004,35-44,m
CF,2005,35-44,m
CF,2006,35-44,m
CF,2008,35-44,m
CG,1995,35-44,m
CG,1999,35-44,m
CG,2001,35-44,m
CG,2004,35-44,m
CG,2006,35-44,m
CG,2007,35-44,m
CG,2008,35-44,m
CH,1995,35-44,m
CH,1996,35-44,m
CH,1997,35-44,m
CH,1998,35-44,m
CH,1999,35-44,m
CH,2000,35-44,m
CH,2001,35-44,m
CH,2002,35-44,m
CH,2003,35-44,m
CH,2004,35-44,m
CH,2005,35-44,m
CH,2006,35-44,m
CH,2007,35-44,m
CH,2008,35-44,m
CI,1995,35-44,m
CI,1996,35-44,m
CI,1997,35-44,m
CI,1998,35-44,m
CI,1999,35-44,m
CI,2001,35-44,m
CI,2002,35-44,m
CI,2003,35-44,m
CI,2004,35-44,m
CI,2005,35-44,m
CI,2006,35-44,m
CI,2007,35-44,m
CI,2008,35-44,m
CK,1980,35-44,m
CK,1981,35-44,m
CK,1982,35-44,m
CK,1983,35-44,m
CK,1984,35-44,m
CK,1985,35-44,m
CK,1986,35-44,m
CK,1987,35-44,m
CK,1989,35-44,m
CK,1991,35-44,m
CK,1992,35-44,m
CK,1993,35-44,m
CK,1994,35-44,m
CK,1995,35-44,m
CK,1996,35-44,m
CK,1997,35-44,m
CK,1998,35-44,m
CK,2000,35-44,m
CK,2001,35-44,m
CK,2002,35-44,m
CK,2003,35-44,m
CK,2004,35-44,m
CK,2005,35-44,m
CK,2006,35-44,m
CK,2008,35-44,m
CL,1995,35-44,m
CL,1996,35-44,m
CL,1997,35-44,m
CL,1999,35-44,m
CL,2000,35-44,m
CL,2001,35-44,m
CL,2002,35-44,m
CL,2003,35-44,m
CL,2004,35-44,m
CL,2005,35-44,m
CL,2006,35-44,m
CL,2007,35-44,m
CL,2008,35-44,m
CM,1995,35-44,m
CM,1996,35-44,m
CM,1997,35-44,m
CM,1998,35-44,m
CM,1999,35-44,m
CM,2000,35-44,m
CM,2001,35-44,m
CM,2002,35-44,m
CM,2003,35-44,m
CM,2004,35-44,m
CM,2005,35-44,m
CM,2006,35-44,m
CM,2007,35-44,m
CM,2008,35-44,m
CN,1995,35-44,m
CN,1996,35-44,m
CN,1997,35-44,m
CN,1998,35-44,m
CN,1999,35-44,m
CN,2000,35-44,m
CN,2001,35-44,m
CN,2002,35-44,m
CN,2003,35-44,m
CN,2004,35-44,m
CN,2005,35-44,m
CN,2006,35-44,m
CN,2007,35-44,m
CN,2008,35-44,m
CO,1999,35-44,m
CO,2000,35-44,m
CO,2001,35-44,m
CO,2002,35-44,m
CO,2003,35-44,m
CO,2004,35-44,m
CO,2005,35-44,m
CO,2006,35-44,m
CO,2007,35-44,m
CO,2008,35-44,m
CR,1995,35-44,m
CR,1996,35-44,m
CR,1997,35-44,m
CR,1998,35-44,m
CR,1999,35-44,m
CR,2000,35-44,m
CR,2001,35-44,m
CR,2002,35-44,m
CR,2003,35-44,m
CR,2004,35-44,m
CR,2005,35-44,m
CR,2006,35-44,m
CR,2007,35-44,m
CR,2008,35-44,m
CU,1995,35-44,m
CU,1996,35-44,m
CU,1997,35-44,m
CU,1998,35-44,m
CU,1999,35-44,m
CU,2000,35-44,m
CU,2001,35-44,m
CU,2002,35-44,m
CU,2003,35-44,m
CU,2004,35-44,m
CU,2005,35-44,m
CU,2006,35-44,m
CU,2008,35-44,m
CV,1997,35-44,m
CV,1998,35-44,m
CV,2001,35-44,m
CV,2002,35-44,m
CV,2003,35-44,m
CV,2004,35-44,m
CV,2005,35-44,m
CV,2006,35-44,m
CV,2007,35-44,m
CV,2008,35-44,m
CY,1995,35-44,m
CY,1996,35-44,m
CY,1998,35-44,m
CY,1999,35-44,m
CY,2002,35-44,m
CY,2003,35-44,m
CY,2004,35-44,m
CY,2005,35-44,m
CY,2006,35-44,m
CY,2007,35-44,m
CY,2008,35-44,m
CZ,1995,35-44,m
CZ,1996,35-44,m
CZ,1997,35-44,m
CZ,1998,35-44,m
CZ,1999,35-44,m
CZ,2000,35-44,m
CZ,2001,35-44,m
CZ,2002,35-44,m
CZ,2003,35-44,m
CZ,2004,35-44,m
CZ,2005,35-44,m
CZ,2006,35-44,m
CZ,2007,35-44,m
CZ,2008,35-44,m
DE,1995,35-44,m
DE,1996,35-44,m
DE,1997,35-44,m
DE,1998,35-44,m
DE,1999,35-44,m
DE,2001,35-44,m
DE,2002,35-44,m
DE,2003,35-44,m
DE,2004,35-44,m
DE,2005,35-44,m
DE,2006,35-44,m
DE,2007,35-44,m
DE,2008,35-44,m
DJ,1996,35-44,m
DJ,1997,35-44,m
DJ,1998,35-44,m
DJ,1999,35-44,m
DJ,2000,35-44,m
DJ,2001,35-44,m
DJ,2002,35-44,m
DJ,2003,35-44,m
DJ,2004,35-44,m
DJ,2005,35-44,m
DJ,2006,35-44,m
DJ,2007,35-44,m
DJ,2008,35-44,m
DK,1995,35-44,m
DK,1996,35-44,m
DK,1997,35-44,m
DK,1998,35-44,m
DK,1999,35-44,m
DK,2000,35-44,m
DK,2001,35-44,m
DK,2002,35-44,m
DK,2003,35-44,m
DK,2004,35-44,m
DK,2005,35-44,m
DK,2006,35-44,m
DK,2007,35-44,m
DK,2008,35-44,m
DM,1996,35-44,m
DM,1997,35-44,m
DM,1998,35-44,m
DM,2006,35-44,m
DM,2007,35-44,m
DM,2008,35-44,m
DO,1996,35-44,m
DO,1997,35-44,m
DO,1998,35-44,m
DO,1999,35-44,m
DO,2000,35-44,m
DO,2002,35-44,m
DO,2003,35-44,m
DO,2004,35-44,m
DO,2005,35-44,m
DO,2006,35-44,m
DO,2007,35-44,m
DO,2008,35-44,m
DZ,1997,35-44,m
DZ,1999,35-44,m
DZ,2000,35-44,m
DZ,2001,35-44,m
DZ,2002,35-44,m
DZ,2003,35-44,m
DZ,2004,35-44,m
DZ,2005,35-44,m
DZ,2006,35-44,m
DZ,2007,35-44,m
DZ,2008,35-44,m
EC,1998,35-44,m
EC,2001,35-44,m
EC,2003,35-44,m
EC,2004,35-44,m
EC,2005,35-44,m
EC,2006,35-44,m
EC,2007,35-44,m
EC,2008,35-44,m
EE,1996,35-44,m
EE,1997,35-44,m
EE,1998,35-44,m
EE,1999,35-44,m
EE,2000,35-44,m
EE,2001,35-44,m
EE,2002,35-44,m
EE,2003,35-44,m
EE,2004,35-44,m
EE,2005,35-44,m
EE,2006,35-44,m
EE,2007,35-44,m
EE,2008,35-44,m
EG,1995,35-44,m
EG,1996,35-44,m
EG,1997,35-44,m
EG,1998,35-44,m
EG,1999,35-44,m
EG,2000,35-44,m
EG,2001,35-44,m
EG,2002,35-44,m
EG,2003,35-44,m
EG,2004,35-44,m
EG,2005,35-44,m
EG,2006,35-44,m
EG,2007,35-44,m
EG,2008,35-44,m
ER,1997,35-44,m
ER,1998,35-44,m
ER,1999,35-44,m
ER,2000,35-44,m
ER,2001,35-44,m
ER,2002,35-44,m
ER,2003,35-44,m
ER,2004,35-44,m
ER,2005,35-44,m
ER,2006,35-44,m
ER,2007,35-44,m
ES,1995,35-44,m
ES,1998,35-44,m
ES,2001,35-44,m
ES,2002,35-44,m
ES,2003,35-44,m
ES,2004,35-44,m
ES,2005,35-44,m
ES,2006,35-44,m
ES,2007,35-44,m
ES,2008,35-44,m
ET,1995,35-44,m
ET,1996,35-44,m
ET,1997,35-44,m
ET,1998,35-44,m
ET,1999,35-44,m
ET,2000,35-44,m
ET,2001,35-44,m
ET,2002,35-44,m
ET,2003,35-44,m
ET,2004,35-44,m
ET,2005,35-44,m
ET,2006,35-44,m
ET,2007,35-44,m
ET,2008,35-44,m
FI,1995,35-44,m
FI,1996,35-44,m
FI,1997,35-44,m
FI,1998,35-44,m
FI,1999,35-44,m
FI,2000,35-44,m
FI,2001,35-44,m
FI,2002,35-44,m
FI,2003,35-44,m
FI,2004,35-44,m
FI,2005,35-44,m
FI,2006,35-44,m
FI,2007,35-44,m
FI,2008,35-44,m
FJ,1994,35-44,m
FJ,1995,35-44,m
FJ,1996,35-44,m
FJ,1997,35-44,m
FJ,1998,35-44,m
FJ,1999,35-44,m
FJ,2000,35-44,m
FJ,2001,35-44,m
FJ,2002,35-44,m
FJ,2003,35-44,m
FJ,2004,35-44,m
FJ,2005,35-44,m
FJ,2006,35-44,m
FJ,2007,35-44,m
FJ,2008,35-44,m
FM,1995,35-44,m
FM,1996,35-44,m
FM,1997,35-44,m
FM,1998,35-44,m
FM,2000,35-44,m
FM,2001,35-44,m
FM,2002,35-44,m
FM,2003,35-44,m
FM,2004,35-44,m
FM,2006,35-44,m
FM,2007,35-44,m
FM,2008,35-44,m
FR,1995,35-44,m
FR,1996,35-44,m
FR,1997,35-44,m
FR,1999,35-44,m
FR,2000,35-44,m
FR,2001,35-44,m
FR,2002,35-44,m
FR,2003,35-44,m
FR,2004,35-44,m
FR,2005,35-44,m
FR,2006,35-44,m
FR,2007,35-44,m
FR,2008,35-44,m
GA,1995,35-44,m
GA,1996,35-44,m
GA,1998,35-44,m
GA,1999,35-44,m
GA,2001,35-44,m
GA,2002,35-44,m
GA,2003,35-44,m
GA,2004,35-44,m
GA,2005,35-44,m
GA,2006,35-44,m
GA,2008,35-44,m
GB,1997,35-44,m
GB,1998,35-44,m
GB,1999,35-44,m
GB,2000,35-44,m
GB,2001,35-44,m
GB,2002,35-44,m
GB,2003,35-44,m
GB,2004,35-44,m
GB,2005,35-44,m
GB,2006,35-44,m
GB,2007,35-44,m
GB,2008,35-44,m
GD,1997,35-44,m
GD,1998,35-44,m
GD,1999,35-44,m
GD,2006,35-44,m
GD,2008,35-44,m
GE,1995,35-44,m
GE,1996,35-44,m
GE,1997,35-44,m
GE,1998,35-44,m
GE,1999,35-44,m
GE,2000,35-44,m
GE,2001,35-44,m
GE,2002,35-44,m
GE,2003,35-44,m
GE,2004,35-44,m
GE,2005,35-44,m
GE,2006,35-44,m
GE,2007,35-44,m
GE,2008,35-44,m
GH,1995,35-44,m
GH,1996,35-44,m
GH,1997,35-44,m
GH,1998,35-44,m
GH,1999,35-44,m
GH,2000,35-44,m
GH,2001,35-44,m
GH,2002,35-44,m
GH,2003,35-44,m
GH,2004,35-44,m
GH,2005,35-44,m
GH,2006,35-44,m
GH,2007,35-44,m
GM,1995,35-44,m
GM,1996,35-44,m
GM,1997,35-44,m
GM,1998,35-44,m
GM,1999,35-44,m
GM,2002,35-44,m
GM,2003,35-44,m
GM,2004,35-44,m
GM,2005,35-44,m
GM,2006,35-44,m
GM,2008,35-44,m
GN,1995,35-44,m
GN,1996,35-44,m
GN,1997,35-44,m
GN,1998,35-44,m
GN,1999,35-44,m
GN,2000,35-44,m
GN,2001,35-44,m
GN,2002,35-44,m
GN,2003,35-44,m
GN,2004,35-44,m
GN,2005,35-44,m
GN,2006,35-44,m
GN,2007,35-44,m
GN,2008,35-44,m
GQ,1995,35-44,m
GQ,1997,35-44,m
GQ,1998,35-44,m
GQ,2004,35-44,m
GQ,2008,35-44,m
GR,1997,35-44,m
GR,1998,35-44,m
GR,1999,35-44,m
GR,2000,35-44,m
GR,2001,35-44,m
GR,2002,35-44,m
GR,2003,35-44,m
GR,2004,35-44,m
GR,2005,35-44,m
GR,2006,35-44,m
GR,2007,35-44,m
GR,2008,35-44,m
GT,1995,35-44,m
GT,1996,35-44,m
GT,1997,35-44,m
GT,1998,35-44,m
GT,1999,35-44,m
GT,2000,35-44,m
GT,2001,35-44,m
GT,2002,35-44,m
GT,2003,35-44,m
GT,2004,35-44,m
GT,2005,35-44,m
GT,2007,35-44,m
GT,2008,35-44,m
GU,2000,35-44,m
GU,2001,35-44,m
GU,2002,35-44,m
GU,2003,35-44,m
GU,2004,35-44,m
GU,2005,35-44,m
GU,2006,35-44,m
GU,2007,35-44,m
GU,2008,35-44,m
GW,1996,35-44,m
GW,2000,35-44,m
GW,2002,35-44,m
GW,2003,35-44,m
GW,2004,35-44,m
GW,2005,35-44,m
GW,2006,35-44,m
GW,2008,35-44,m
GY,1995,35-44,m
GY,1996,35-44,m
GY,1997,35-44,m
GY,1998,35-44,m
GY,2000,35-44,m
GY,2001,35-44,m
GY,2002,35-44,m
GY,2003,35-44,m
GY,2004,35-44,m
GY,2005,35-44,m
GY,2006,35-44,m
GY,2007,35-44,m
GY,2008,35-44,m
HK,1997,35-44,m
HK,1999,35-44,m
HK,2000,35-44,m
HK,2001,35-44,m
HK,2002,35-44,m
HK,2003,35-44,m
HK,2004,35-44,m
HK,2005,35-44,m
HK,2006,35-44,m
HK,2007,35-44,m
HK,2008,35-44,m
HN,1995,35-44,m
HN,1996,35-44,m
HN,1997,35-44,m
HN,1998,35-44,m
HN,1999,35-44,m
HN,2000,35-44,m
HN,2001,35-44,m
HN,2002,35-44,m
HN,2003,35-44,m
HN,2004,35-44,m
HN,2005,35-44,m
HN,2006,35-44,m
HN,2007,35-44,m
HN,2008,35-44,m
HR,1995,35-44,m
HR,1997,35-44,m
HR,1998,35-44,m
HR,1999,35-44,m
HR,2001,35-44,m
HR,2002,35-44,m
HR,2003,35-44,m
HR,2004,35-44,m
HR,2005,35-44,m
HR,2006,35-44,m
HR,2008,35-44,m
HT,1996,35-44,m
HT,1997,35-44,m
HT,1998,35-44,m
HT,1999,35-44,m
HT,2000,35-44,m
HT,2001,35-44,m
HT,2002,35-44,m
HT,2003,35-44,m
HT,2004,35-44,m
HT,2005,35-44,m
HT,2006,35-44,m
HT,2007,35-44,m
HT,2008,35-44,m
HU,1996,35-44,m
HU,1997,35-44,m
HU,1998,35-44,m
HU,1999,35-44,m
HU,2000,35-44,m
HU,2001,35-44,m
HU,2002,35-44,m
HU,2003,35-44,m
HU,2004,35-44,m
HU,2005,35-44,m
HU,2006,35-44,m
HU,2007,35-44,m
HU,2008,35-44,m
ID,1995,35-44,m
ID,1996,35-44,m
ID,1997,35-44,m
ID,1998,35-44,m
ID,1999,35-44,m
ID,2001,35-44,m
ID,2002,35-44,m
ID,2003,35-44,m
ID,2004,35-44,m
ID,2005,35-44,m
ID,2006,35-44,m
ID,2007,35-44,m
ID,2008,35-44,m
IE,1998,35-44,m
IE,1999,35-44,m
IE,2000,35-44,m
IE,2001,35-44,m
IE,2002,35-44,m
IE,2003,35-44,m
IE,2004,35-44,m
IE,2005,35-44,m
IE,2006,35-44,m
IE,2007,35-44,m
IE,2008,35-44,m
IL,1996,35-44,m
IL,1997,35-44,m
IL,1998,35-44,m
IL,1999,35-44,m
IL,2000,35-44,m
IL,2001,35-44,m
IL,2002,35-44,m
IL,2003,35-44,m
IL,2004,35-44,m
IL,2005,35-44,m
IL,2006,35-44,m
IL,2007,35-44,m
IL,2008,35-44,m
IN,1995,35-44,m
IN,1996,35-44,m
IN,1997,35-44,m
IN,1998,35-44,m
IN,1999,35-44,m
IN,2000,35-44,m
IN,2001,35-44,m
IN,2002,35-44,m
IN,2003,35-44,m
IN,2004,35-44,m
IN,2005,35-44,m
IN,2006,35-44,m
IN,2007,35-44,m
IN,2008,35-44,m
IQ,1995,35-44,m
IQ,1997,35-44,m
IQ,1998,35-44,m
IQ,1999,35-44,m
IQ,2000,35-44,m
IQ,2001,35-44,m
IQ,2002,35-44,m
IQ,2003,35-44,m
IQ,2004,35-44,m
IQ,2005,35-44,m
IQ,2006,35-44,m
IQ,2007,35-44,m
IQ,2008,35-44,m
IR,1995,35-44,m
IR,1996,35-44,m
IR,1997,35-44,m
IR,1998,35-44,m
IR,1999,35-44,m
IR,2000,35-44,m
IR,2001,35-44,m
IR,2002,35-44,m
IR,2003,35-44,m
IR,2004,35-44,m
IR,2005,35-44,m
IR,2006,35-44,m
IR,2007,35-44,m
IR,2008,35-44,m
IS,1995,35-44,m
IS,1997,35-44,m
IS,1998,35-44,m
IS,1999,35-44,m
IS,2002,35-44,m
IS,2003,35-44,m
IS,2004,35-44,m
IS,2005,35-44,m
IS,2006,35-44,m
IS,2007,35-44,m
IS,2008,35-44,m
IT,1995,35-44,m
IT,1996,35-44,m
IT,1997,35-44,m
IT,1998,35-44,m
IT,1999,35-44,m
IT,2000,35-44,m
IT,2001,35-44,m
IT,2002,35-44,m
IT,2003,35-44,m
IT,2004,35-44,m
IT,2005,35-44,m
IT,2006,35-44,m
IT,2007,35-44,m
IT,2008,35-44,m
JM,1995,35-44,m
JM,1996,35-44,m
JM,1997,35-44,m
JM,1998,35-44,m
JM,1999,35-44,m
JM,2000,35-44,m
JM,2001,35-44,m
JM,2002,35-44,m
JM,2003,35-44,m
JM,2004,35-44,m
JM,2005,35-44,m
JM,2006,35-44,m
JM,2007,35-44,m
JM,2008,35-44,m
JO,1995,35-44,m
JO,1996,35-44,m
JO,1997,35-44,m
JO,1998,35-44,m
JO,1999,35-44,m
JO,2000,35-44,m
JO,2001,35-44,m
JO,2002,35-44,m
JO,2003,35-44,m
JO,2004,35-44,m
JO,2005,35-44,m
JO,2006,35-44,m
JO,2007,35-44,m
JO,2008,35-44,m
JP,1995,35-44,m
JP,1996,35-44,m
JP,1997,35-44,m
JP,1998,35-44,m
JP,1999,35-44,m
JP,2000,35-44,m
JP,2001,35-44,m
JP,2002,35-44,m
